Feature,Case Id,Test Case,Pass,Fail,N/A,Measured,Comment,Measurement Name,Value,Unit,Target,Failure
Crosswalk APIs/Native File System,DirectoryEntry_createReader_exist,Check if DirectoryEntry.createReader exists,1,,,,,,,,,
Crosswalk APIs/Native File System,DirectoryEntry_getDirectory_exist,Check if DirectoryEntry.getDirectory exists,1,,,,,,,,,
Crosswalk APIs/Native File System,DirectoryEntry_getFile_base,Check if getFile() has all valid arguments that expecting successCallback() to be invoke,1,,,,,,,,,
Crosswalk APIs/Native File System,DirectoryEntry_getFile_exist,Check if DirectoryEntry.getFile exists,1,,,,,,,,,
Crosswalk APIs/Native File System,DirectoryEntry_removeRecursively_exist,Check if DirectoryEntry.removeRecursively exists,1,,,,,,,,,
Crosswalk APIs/Native File System,DirectoryReader_readEntries_exist,Check if DirectoryReader.readEntries exists,1,,,,,,,,,
Crosswalk APIs/Native File System,EntriesCallback_handleEvent_entries_type,Check if the type of the parameter entries is Entry[] in EntryCallback interface,1,,,,,,,,,
Crosswalk APIs/Native File System,EntriesCallback_handleEvent_exist,Check if EntriesCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,EntryCallback_handleEvent_entry_type,Check if the type of the parameter entry is Entry in EntryCallback interface,1,,,,,,,,,
Crosswalk APIs/Native File System,EntryCallback_handleEvent_exist,Check if EntryCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_copyTo_base,Check if can copy a file to a different location on the file system,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_copyTo_exist,Check if Entry.copyTo exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_fullPath_exist,Check if Entry.fullPath exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_fullPath_readonly,Check if the Entry.fullPath attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_fullPath_type,Check if the type of Entry.fullPath is DOMString,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_getMetadata_exist,Check if Entry.getMetadata exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_getParent_exist,Check if Entry.getParent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isDirectory_exist,Check if Entry.isDirectory exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isDirectory_false,Check if the Entry is not a directory,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isDirectory_readonly,Check if the Entry.isDirectory attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isDirectory_true,Check if the Entry is a directory,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isDirectory_type,Check if the type of Entry.isDirectory attribute is boolean,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isFile_exist,Check if Entry.isFile exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isFile_false,Check if the Entry is not a file,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isFile_readonly,Check if the Entry.isFile attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isFile_true,Check if the Entry is a file,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_isFile_type,Check if the type of Entry.isFile attribute is boolean,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_moveTo_exist,Check if Entry.moveTo exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_name_exist,Check if Entry.name exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_name_readonly,Check if the type of Entry.name attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_name_type,Check if the type of Entry.name attribute is DOMString,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_nativefilesystem_exist,Check if Entry.nativefilesystem exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_nativefilesystem_readonly,Check if the Entry.nativefilesystem attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_nativefilesystem_type,Check if the type of Entry.nativefilesystem attribute is object,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_remove_exist,Check if Entry.remove exists,1,,,,,,,,,
Crosswalk APIs/Native File System,Entry_toURL_exist,Check if Entry.toURL exists,1,,,,,,,,,
Crosswalk APIs/Native File System,FileCallback_handleEvent_exist,Check if FileCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,FileEntry_createWriter_exist,Check if FileEntry.createWriter exists,1,,,,,,,,,
Crosswalk APIs/Native File System,FileEntry_file_exist,Check if FileEntry.file exists,1,,,,,,,,,
Crosswalk APIs/Native File System,FileWriterCallback_handleEvent_exist,Check if FileWriterCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,MetadataCallback_handleEvent_exist,Check if MetadataCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Native File System,MetadataCallback_handleEvent_metadata_type,Check if the type of the parameter metadata is Metadata in MetadataCallback interface,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_name_base,Check if NativeFileSystem.name is the name of the file system,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_name_exist,Check if NativeFileSystem.name exists,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_name_readonly,Check if the NativeFileSystem.name attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_name_type,Check if the type of NativeFileSystem.name is string,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_requestNativeFileSystem_base,Check if the requestNativeFileSystem base,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_requestNativeFileSystem_exist,Check if the requestNativeFileSystem exists,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_root_base,Check if NativeFileSystem.root is the root directory of the file system,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_root_readonly,Check if the NativeFileSystem.root attribute is readonly,1,,,,,,,,,
Crosswalk APIs/Native File System,NativeFileSystem_root_type,Check if the type of NativeFileSystem.root is DirectoryEntry,1,,,,,,,,,
Crosswalk APIs/Native File System,VoidCallback_handleEvent_exists,Check if VoidCallback.handleEvent exists,1,,,,,,,,,
Crosswalk APIs/Screen Presentation APIs,Presentation_displayAvailable_basic,Test checks that navigator.presentation.displayAvailable attribute basic,1,,,,,,,,,
Crosswalk APIs/Screen Presentation APIs,Presentation_ondisplayavailablechange_basic,Test checks that navigator.presentation.ondisplayavailablechange attribute basic,1,,,,,,,,,
Crosswalk APIs/Screen Presentation APIs,Presentation_requestShow_basic,Test checks that navigator.presentation.requestShow method basic,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_cancelFullScreen_exists,Check if FullScreen has cancelFullScreen method,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullScreenEnabled_exists,Check if document has fullScreenEnabled attribute,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullScreenEnabled_readonly,Check if document.fullScreenEnabled is readonly,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullScreenEnabled_type,Check if document.fullScreenEnabled type is boolean,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullscreen_exists,Check if document has fullScreen attribute,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullscreen_readonly,Check if document.fullScreen is readonly,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_fullScreen_type,Check if the type of FullScreen.fullScreen is boolean,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_onfullscreenchange_exists,Check if Element has onfullscreenchange attribute,1,,,,,,,,,
Supplementary APIs/Fullscreen API - Mozilla (Partial),FullScreen_requestFullScreen_exists,Check if Element has requestFullScreen method,1,,,,,,,,,
Supplementary APIs/Promises,promise_01,Test checks if the onFulfilled is called once with the implementation of promises,1,,,,,,,,,
Supplementary APIs/Promises,promise_02,Test checks if the onFulfilled is called once with the implementation of promises,1,,,,,,,,,
Supplementary APIs/Promises,promise_03,Test checks if promise resolution procedure fulfills promise with the value thenable,1,,,,,,,,,
Supplementary APIs/Promises,promise_04,Test checks if promise resolution procedure rejects promise with the value thenable,1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/1,"Check Float32Array view basic (0, 12, 12)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/10,"Check Float32Array view basic (0, 12, 12)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/11,"Check Float32Array view basic (0, 12, 12)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/12,"Check Float32Array view basic (0, 12, 12)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/2,"Check Float32Array view basic (0, 12, 12)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/3,"Check Float32Array view basic (0, 12, 12)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/4,"Check Float32Array view basic (0, 12, 12)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/5,"Check Float32Array view basic (0, 12, 12)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/6,"Check Float32Array view basic (0, 12, 12)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/7,"Check Float32Array view basic (0, 12, 12)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/8,"Check Float32Array view basic (0, 12, 12)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_basic/9,"Check Float32Array view basic (0, 12, 12)/9",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/1,"Check Float32Array view values (0, 48, 48)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/10,"Check Float32Array view values (0, 48, 48)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/11,"Check Float32Array view values (0, 48, 48)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/12,"Check Float32Array view values (0, 48, 48)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/13,"Check Float32Array view values (0, 48, 48)/13",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/14,"Check Float32Array view values (0, 48, 48)/14",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/15,"Check Float32Array view values (0, 48, 48)/15",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/16,"Check Float32Array view values (0, 48, 48)/16",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/17,"Check Float32Array view values (0, 48, 48)/17",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/18,"Check Float32Array view values (0, 48, 48)/18",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/19,"Check Float32Array view values (0, 48, 48)/19",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/2,"Check Float32Array view values (0, 48, 48)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/20,"Check Float32Array view values (0, 48, 48)/20",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/21,"Check Float32Array view values (0, 48, 48)/21",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/22,"Check Float32Array view values (0, 48, 48)/22",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/23,"Check Float32Array view values (0, 48, 48)/23",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/24,"Check Float32Array view values (0, 48, 48)/24",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/25,"Check Float32Array view values (0, 48, 48)/25",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/26,"Check Float32Array view values (0, 48, 48)/26",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/27,"Check Float32Array view values (0, 48, 48)/27",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/28,"Check Float32Array view values (0, 48, 48)/28",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/29,"Check Float32Array view values (0, 48, 48)/29",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/3,"Check Float32Array view values (0, 48, 48)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/30,"Check Float32Array view values (0, 48, 48)/30",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/31,"Check Float32Array view values (0, 48, 48)/31",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/32,"Check Float32Array view values (0, 48, 48)/32",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/33,"Check Float32Array view values (0, 48, 48)/33",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/34,"Check Float32Array view values (0, 48, 48)/34",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/35,"Check Float32Array view values (0, 48, 48)/35",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/36,"Check Float32Array view values (0, 48, 48)/36",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/37,"Check Float32Array view values (0, 48, 48)/37",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/38,"Check Float32Array view values (0, 48, 48)/38",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/39,"Check Float32Array view values (0, 48, 48)/39",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/4,"Check Float32Array view values (0, 48, 48)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/40,"Check Float32Array view values (0, 48, 48)/40",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/41,"Check Float32Array view values (0, 48, 48)/41",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/42,"Check Float32Array view values (0, 48, 48)/42",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/43,"Check Float32Array view values (0, 48, 48)/43",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/44,"Check Float32Array view values (0, 48, 48)/44",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/45,"Check Float32Array view values (0, 48, 48)/45",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/46,"Check Float32Array view values (0, 48, 48)/46",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/47,"Check Float32Array view values (0, 48, 48)/47",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/48,"Check Float32Array view values (0, 48, 48)/48",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/5,"Check Float32Array view values (0, 48, 48)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/6,"Check Float32Array view values (0, 48, 48)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/7,"Check Float32Array view values (0, 48, 48)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/8,"Check Float32Array view values (0, 48, 48)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32Array_view_values/9,"Check Float32Array view values (0, 48, 48)/9",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/1,"Check float32x4Array copy (0, 24, 24)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/10,"Check float32x4Array copy (0, 24, 24)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/11,"Check float32x4Array copy (0, 24, 24)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/12,"Check float32x4Array copy (0, 24, 24)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/13,"Check float32x4Array copy (0, 24, 24)/13",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/14,"Check float32x4Array copy (0, 24, 24)/14",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/15,"Check float32x4Array copy (0, 24, 24)/15",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/16,"Check float32x4Array copy (0, 24, 24)/16",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/17,"Check float32x4Array copy (0, 24, 24)/17",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/18,"Check float32x4Array copy (0, 24, 24)/18",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/19,"Check float32x4Array copy (0, 24, 24)/19",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/2,"Check float32x4Array copy (0, 24, 24)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/20,"Check float32x4Array copy (0, 24, 24)/20",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/21,"Check float32x4Array copy (0, 24, 24)/21",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/22,"Check float32x4Array copy (0, 24, 24)/22",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/23,"Check float32x4Array copy (0, 24, 24)/23",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/24,"Check float32x4Array copy (0, 24, 24)/24",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/3,"Check float32x4Array copy (0, 24, 24)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/4,"Check float32x4Array copy (0, 24, 24)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/5,"Check float32x4Array copy (0, 24, 24)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/6,"Check float32x4Array copy (0, 24, 24)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/7,"Check float32x4Array copy (0, 24, 24)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/8,"Check float32x4Array copy (0, 24, 24)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_copy/9,"Check float32x4Array copy (0, 24, 24)/9",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_exceptions/1,"Check float32x4Array exceptions (0, 4, 4)/1",,1,,,[[https://crosswalk-project.org/jira/browse/XWALK-2440 XWALK-2440]],,,,,
Supplementary APIs/SIMD,Float32x4Array_exceptions/2,"Check float32x4Array exceptions (0, 4, 4)/2",,1,,,[[https://crosswalk-project.org/jira/browse/XWALK-2440 XWALK-2440]],,,,,
Supplementary APIs/SIMD,Float32x4Array_exceptions/3,"Check float32x4Array exceptions (0, 4, 4)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_exceptions/4,"Check float32x4Array exceptions (0, 4, 4)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/1,"Check float32x4Array set and get (0, 16, 16)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/10,"Check float32x4Array set and get (0, 16, 16)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/11,"Check float32x4Array set and get (0, 16, 16)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/12,"Check float32x4Array set and get (0, 16, 16)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/13,"Check float32x4Array set and get (0, 16, 16)/13",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/14,"Check float32x4Array set and get (0, 16, 16)/14",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/15,"Check float32x4Array set and get (0, 16, 16)/15",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/16,"Check float32x4Array set and get (0, 16, 16)/16",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/2,"Check float32x4Array set and get (0, 16, 16)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/3,"Check float32x4Array set and get (0, 16, 16)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/4,"Check float32x4Array set and get (0, 16, 16)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/5,"Check float32x4Array set and get (0, 16, 16)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/6,"Check float32x4Array set and get (0, 16, 16)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/7,"Check float32x4Array set and get (0, 16, 16)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/8,"Check float32x4Array set and get (0, 16, 16)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_set_and_get/9,"Check float32x4Array set and get (0, 16, 16)/9",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/1,"Check float32x4Array simple (0, 12, 12)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/10,"Check float32x4Array simple (0, 12, 12)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/11,"Check float32x4Array simple (0, 12, 12)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/12,"Check float32x4Array simple (0, 12, 12)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/2,"Check float32x4Array simple (0, 12, 12)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/3,"Check float32x4Array simple (0, 12, 12)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/4,"Check float32x4Array simple (0, 12, 12)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/5,"Check float32x4Array simple (0, 12, 12)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/6,"Check float32x4Array simple (0, 12, 12)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/7,"Check float32x4Array simple (0, 12, 12)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/8,"Check float32x4Array simple (0, 12, 12)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_simple/9,"Check float32x4Array simple (0, 12, 12)/9",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/1,"Check float32x4Array swap (0, 16, 16)/1",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/10,"Check float32x4Array swap (0, 16, 16)/10",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/11,"Check float32x4Array swap (0, 16, 16)/11",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/12,"Check float32x4Array swap (0, 16, 16)/12",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/13,"Check float32x4Array swap (0, 16, 16)/13",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/14,"Check float32x4Array swap (0, 16, 16)/14",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/15,"Check float32x4Array swap (0, 16, 16)/15",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/16,"Check float32x4Array swap (0, 16, 16)/16",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/2,"Check float32x4Array swap (0, 16, 16)/2",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/3,"Check float32x4Array swap (0, 16, 16)/3",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/4,"Check float32x4Array swap (0, 16, 16)/4",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/5,"Check float32x4Array swap (0, 16, 16)/5",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/6,"Check float32x4Array swap (0, 16, 16)/6",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/7,"Check float32x4Array swap (0, 16, 16)/7",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/8,"Check float32x4Array swap (0, 16, 16)/8",1,,,,,,,,,
Supplementary APIs/SIMD,Float32x4Array_swap/9,"Check float32x4Array swap (0, 16, 16)/9",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/1,"Check float32x4 abs (0, 8, 8)/1",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/2,"Check float32x4 abs (0, 8, 8)/2",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/3,"Check float32x4 abs (0, 8, 8)/3",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/4,"Check float32x4 abs (0, 8, 8)/4",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/5,"Check float32x4 abs (0, 8, 8)/5",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/6,"Check float32x4 abs (0, 8, 8)/6",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/7,"Check float32x4 abs (0, 8, 8)/7",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_abs/8,"Check float32x4 abs (0, 8, 8)/8",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_add/1,"Check float32x4 add (0, 4, 4)/1",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_add/2,"Check float32x4 add (0, 4, 4)/2",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_add/3,"Check float32x4 add (0, 4, 4)/3",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_add/4,"Check float32x4 add (0, 4, 4)/4",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_clamp/1,"Check float32x4 clamp (0, 4, 4)/1",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_clamp/2,"Check float32x4 clamp (0, 4, 4)/2",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_clamp/3,"Check float32x4 clamp (0, 4, 4)/3",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_clamp/4,"Check float32x4 clamp (0, 4, 4)/4",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/1,"Check float32x4 comparisons (0, 24, 24)/1",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/10,"Check float32x4 comparisons (0, 24, 24)/10",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/11,"Check float32x4 comparisons (0, 24, 24)/11",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/12,"Check float32x4 comparisons (0, 24, 24)/12",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/13,"Check float32x4 comparisons (0, 24, 24)/13",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/14,"Check float32x4 comparisons (0, 24, 24)/14",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/15,"Check float32x4 comparisons (0, 24, 24)/15",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/16,"Check float32x4 comparisons (0, 24, 24)/16",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/17,"Check float32x4 comparisons (0, 24, 24)/17",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/18,"Check float32x4 comparisons (0, 24, 24)/18",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/19,"Check float32x4 comparisons (0, 24, 24)/19",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/2,"Check float32x4 comparisons (0, 24, 24)/2",1,,,,,,,,,
Supplementary APIs/SIMD,float32x4_comparisons/20,"Check float32x4 comparisons (0, 24, 24)/20",1,,,,,,,,,
